"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL156651";"";"None";"352.46";"0";"-0.35";"4";"NC(=O)[C@H]1CS[C@@H]2CC[C@]3(CCCN3C(=O)[C@@H]3CCCN3)C(=O)N12";"Ki";"'='";"0.05";"nM";"10.30";"";"";"UO_0000065";"29.23";"0.59";"10.65";"10.76";"0";"CHEMBL665376";"Inhibitor constant of compound for high affinity component of [3H]spiroperidol/N-propylnorapomorphine binding to Dopamine receptor D2 in absence of Gpp(NH)p (pretreatment with 100 nM of compound)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132286";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.05"
"CHEMBL29846";"";"None";"466.03";"0";"4.42";"2";"COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1";"Ki";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"13.09";"0.28";"1.68";"9.86";"0";"CHEMBL674350";"Compound was tested for its binding affinity against Dopamine receptor D2 in human cloned receptors in CHO cells using [125 I]iodosulpride";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132410";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";"";"-6.1"
"CHEMBL3084510";"";"None";"396.92";"0";"4.84";"39";"COc1ccc2[nH]cc(CN3[C@@H]4CC[C@H]3C[C@](O)(c3ccc(Cl)cc3)C4)c2c1";"Ki";"'='";"39.4";"nM";"7.41";"";"";"UO_0000065";"18.65";"0.36";"2.56";"15.27";"0";"CHEMBL1033058";"Displacement of [125I]IABN from human dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140093";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"39.4"
"CHEMBL69584";"";"None";"369.90";"0";"3.05";"1";"O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccccc21";"Ki";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"16.66";"0.32";"3.11";"23.00";"1";"CHEMBL672162";"Displacement of [3H]-YM 09151 from D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136593";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"690.0"
"CHEMBL2159473";"";"None";"370.47";"0";"2.32";"76";"O=S(=O)(NC1CCN(CCOc2cccc(F)c2)C1)c1cccs1";"Ki";"'='";"729.0";"nM";"6.14";"";"";"UO_0000065";"16.57";"0.35";"3.82";"10.47";"0";"CHEMBL2162846";"Binding affinity to human dopamine D2L receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157986";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";"";"729.0"
"CHEMBL2159467";"";"None";"422.48";"0";"4.51";"70";"O=C(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cccc(F)c1F";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.52";"0.34";"3.31";"18.82";"0";"CHEMBL2162846";"Binding affinity to human dopamine D2L receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157986";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";"";"15.0"
"CHEMBL2159483";"";"None";"458.53";"0";"4.06";"86";"O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cc(F)ccc1F";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"16.89";"0.33";"3.68";"13.21";"0";"CHEMBL2162846";"Binding affinity to human dopamine D2L receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157986";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL2159485";"";"None";"422.98";"0";"3.90";"88";"CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)C1";"Ki";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"17.97";"0.37";"3.70";"12.96";"0";"CHEMBL2162846";"Binding affinity to human dopamine D2L receptor expressed in HEK293 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157986";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";"";"25.0"
"CHEMBL244003";"";"None";"456.59";"1";"6.28";"11d";"CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(Oc4ccccc4)cc3)CC2)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL894444";"Displacement of [3H]spiperone from human recombinant dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148741";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";""
"CHEMBL245229";"";"None";"458.60";"1";"6.46";"16c";"COc1ccc(Oc2ccc(CN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)cc2)cc1";"Ki";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"12.76";"0.24";"-0.61";"11.52";"0";"CHEMBL894444";"Displacement of [3H]spiperone from human recombinant dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148741";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"1400.0"
"CHEMBL390212";"";"None";"458.60";"1";"6.46";"15d";"COc1ccc(Oc2cccc(CN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.08";"0.24";"-0.46";"11.81";"0";"CHEMBL894444";"Displacement of [3H]spiperone from human recombinant dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148741";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"1000.0"
"CHEMBL357743";"";"None";"337.43";"0";"2.45";"39";"Cc1ccc2c(c1)C(NCCN1CCOCC1)=Nc1cccnc1N2";"Ki";"";"";"";"";"Potential missing data";"No data";"";"";"";"";"";"0";"CHEMBL671520";"In vitro binding affinity at human Dopamine receptor D2L expressed in Sf9 cell membranes; ND means no data.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135647";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3308860";"";"";"";""
"CHEMBL64696";"";"None";"442.36";"0";"4.43";"4g";"COc1ccc(Br)cc1-c1nc(CN2CCN(Cc3ccccc3)CC2)co1";"Ki";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"13.17";"0.28";"1.39";"13.95";"0";"CHEMBL673073";"In vitro displacement of [3H]spiperone from the recombinant human dopamine receptor D2L stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3308072";"";"";"";"1500.0"
"CHEMBL65641";"";"None";"470.41";"1";"5.11";"4u";"COc1ccc(Br)cc1-c1nc(CNCC[C@@H]2CCN(Cc3ccccc3)C2)co1";"Ki";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"12.67";"0.27";"0.85";"11.79";"0";"CHEMBL672579";"In vitro displacement of [3H]spiperone from the recombinant human dopamine receptor D2 short form expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3308072";"";"";"";"1100.0"
"CHEMBL10289";"";"None";"229.32";"0";"2.68";"15c";"C=CCN1CCC2c3cccc(O)c3CCC21";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL673016";"Compound was tested for agonistic activity against D2 receptor from cloned CHO cells, used [3H]U-86170 as radioligand";"F";"BAO_0000219";"cell-based format";"Cricetulus griseus";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126679";"1";"Scientific Literature";"J Med Chem";"1993";"CHEMBL3308072";"";"";"";"75.0"
"CHEMBL30713";"";"None";"174.25";"0";"2.06";"17, AMT, alpha-MT";"CC(N)Cc1c[nH]c2ccccc12";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2395828";"Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390840";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";"";"";"";"5.0"
"CHEMBL283738";"";"None";"229.32";"0";"2.68";"(+/-)-8h";"C=CCN1CC[C@@H]2c3c(O)cccc3CC[C@H]21";"Ki";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"33.15";"0.61";"4.92";"32.39";"0";"CHEMBL672485";"Binding affinity against [3H]U-86,170-labeled dopamine receptor D2 in cloned CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127015";"1";"Scientific Literature";"J Med Chem";"1993";"CHEMBL3308072";"";"";"";"25.0"
"CHEMBL2397380";"";"None";"317.82";"0";"3.16";"18";"Cc1ccc2c3c1-c1c(ccc(O)c1O)C[C@H]3N(C)CC2.Cl";"Ki";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"25.83";"0.47";"4.11";"16.63";"0";"CHEMBL2399862";"Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396540";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"54.0"
"CHEMBL329443";"";"None";"310.46";"0";"2.53";"14";"CCCN1CCC[C@@H](c2cccc(S(=O)(=O)N(C)C)c2)C1";"Ki";"'='";"227.0";"nM";"6.64";"";"";"UO_0000065";"21.40";"0.43";"4.11";"16.36";"0";"CHEMBL679938";"In vitro binding affinity against cloned mammalian dopamine D2 autoreceptor, expressed in CHO-K1 cells, using [3H]U-86170 as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127438";"1";"Scientific Literature";"J Med Chem";"1994";"CHEMBL3307512";"";"";"";"227.0"
"CHEMBL51023";"";"None";"339.44";"0";"2.51";"7";"COc1ccccc1N1CCN(CNC(=O)c2ccc(C)cc2)CC1";"Ki";"'='";"291.0";"nM";"6.54";"";"";"UO_0000065";"19.26";"0.36";"4.03";"14.59";"0";"CHEMBL671981";"Binding affinity for human Dopamine receptor D2 expressed in CHO K1 transfected cells using [3H]spiperone as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130052";"1";"Scientific Literature";"J Med Chem";"1997";"CHEMBL3308072";"";"";"";"291.0"
"CHEMBL702";"PIPERACILLIN";"4.0";"517.56";"1";"-0.24";"PIPERACILLIN";"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL440512";"";"None";"328.44";"0";"3.45";"3";"Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1";"Ki";"'='";"119.0";"nM";"6.92";"";"";"UO_0000065";"21.08";"0.41";"3.47";"13.66";"0";"CHEMBL671419";"In vitro binding affinity of compound against neuronal Dopamine receptor D2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"119.0"
"CHEMBL156906";"";"None";"203.25";"0";"0.89";"(S)-6";"CN[C@H]1Cc2cccc3nc(O)n(c23)C1";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL672314";"Binding affinity towards Dopamine receptor D2 by displacement of [3H]U-86170; inactive";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130416";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";""
"CHEMBL3775737";"";"None";"445.61";"0";"3.54";"63";"Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1C1CCOCC1";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.81";"0.29";"3.06";"14.22";"0";"CHEMBL3776608";"Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307512";"";"";"";"6.6"
"CHEMBL3775005";"";"None";"442.56";"0";"3.61";"11";"Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C";"Ki";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"15.37";"0.30";"3.19";"10.76";"0";"CHEMBL3776608";"Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307512";"";"";"";"6.8"
"CHEMBL3774588";"";"None";"442.56";"0";"3.61";"9b";"Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)n1C";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"15.59";"0.30";"3.29";"10.91";"0";"CHEMBL3776608";"Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307512";"";"";"";"6.9"
"CHEMBL3775226";"";"None";"510.56";"1";"4.63";"8b";"Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4F)C3C2)n1C";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"14.10";"0.28";"2.57";"11.39";"0";"CHEMBL3776608";"Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307512";"";"";"";"7.2"
"CHEMBL3775589";"";"None";"424.57";"0";"3.47";"6";"Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4)C3C2)n1C";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"15.55";"0.30";"3.13";"10.44";"0";"CHEMBL3776608";"Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes after 120 mins by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774368";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307512";"";"";"";"6.6"
"CHEMBL1714574";"TERCONAZOLE";"4.0";"532.47";"1";"4.46";"SID92763850";"CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL458019";"PARAQUAT DICHLORIDE";"None";"257.16";"0";"1.00";"PARAQUAT DICHLORIDE";"C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL3695433";"";"None";"426.60";"0";"3.90";"BDBM138476";"O=C(CC1COC1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"Ki";"'='";"196.5";"nM";"6.71";"";"272418";"UO_0000065";"15.72";"0.30";"2.81";"13.20";"0";"CHEMBL3705383";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638568";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"196.5"
"CHEMBL748";"PRALIDOXIME CHLORIDE";"4.0";"172.62";"0";"0.32";"PRALIDOXIME CHLORIDE";"C[n+]1ccccc1/C=N/O.[Cl-]";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL742";"KETAMINE";"4.0";"237.73";"0";"2.90";"KETAMINE";"CNC1(c2ccccc2Cl)CCCCC1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL1354199";"METHSCOPOLAMINE BROMIDE";"4.0";"398.30";"0";"1.06";"METHSCOPOLAMINE BROMIDE";"C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL1909057";"COPPER(II) OXIDE";"None";"79.55";"None";"None";"COPPER(II) OXIDE";"";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL3642794";"";"None";"532.73";"1";"3.27";"BDBM106529";"CN1CCN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCN(c5nccc6c5CCO6)CC4)CC3)cc2)CC1";"Ki";"'='";"179.5";"nM";"6.75";"";"224999";"UO_0000065";"12.66";"0.24";"3.48";"10.51";"0";"CHEMBL3705135";"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"EBNA";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639183";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"179.5"
